context_id,length,total_samples,eligible_sequences,terminated_before_length,canonical_sequences,noncanonical_sequences,canonical_percentage,canonical_ci95_low,canonical_ci95_high
dataset-003,45,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,46,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,47,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,48,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,49,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,50,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,51,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,52,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,53,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,54,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,55,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,56,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,57,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,58,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,59,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,60,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,61,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,62,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,63,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,64,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,65,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,66,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,67,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,68,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,69,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,70,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,71,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,72,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,73,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,74,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,75,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,76,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,77,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,78,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,79,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,80,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,81,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-003,82,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
